ID,avgX,avgY,avgSDX,avgSDY,avgV,avgA,avgSDV,avgSDA,avgP,maxV,maxA,maxP,pen_down,pen_up,pen_ratio,sign_width,sign_height,width_height_ratio,total_sign_duration,range_pressure,range_velocity,range_acceleration,F
9,6540.215946843854,3762.126245847176,2241412.7075182726,680474.422598006,51585.10814285715,18187149.38160463,3636768808.0768547,3.768531009648023e+16,401.8205980066445,935399.949,3362667683.144,679.0,289.0,12.0,24.083333333333332,5717.0,3825.0,1.494640522875817,3976.0,638.0,935399.949,3362667683.144,0
9,5126.282685512368,3906.73851590106,2890992.671826855,949397.0075371021,56536.300975265025,16186889.724816252,2226439409.0884867,8423050497420872.0,473.3462897526502,466651.87700000004,1195942255.815,736.0,271.0,12.0,22.583333333333332,6104.0,4825.0,1.2650777202072538,3805.0,723.0,466651.87700000004,1195942255.815,0
9,5405.927419354839,5206.137096774193,3686226.123899193,655977.0311814516,48806.303895161276,7341119.177814515,933005536.1276615,431090007607252.56,382.61290322580646,146080.22699999998,317574325.824,730.0,233.0,15.0,15.533333333333333,6387.0,3481.0,1.8348175811548406,3936.0,718.0,146080.22699999998,317574325.824,0
9,5286.235294117647,4985.856617647059,3265051.5560110332,698615.3091617655,52805.293816176454,14288639.801897055,1989374762.6114163,6949857312791982.0,353.44485294117646,467332.114,1241189331.582,645.0,256.0,16.0,16.0,6245.0,3815.0,1.636959370904325,4126.0,632.0,467332.114,1241189331.582,0
9,5349.235807860262,4716.772925764192,2852940.9253799133,832523.7393362446,51161.17168558956,7901887.34855022,1135454553.5746422,635271372684351.5,444.7467248908297,176383.11,375116909.274,725.0,212.0,17.0,12.470588235294118,6085.0,4390.0,1.3861047835990887,3726.0,681.0,176383.11,375116909.274,0
9,5459.846441947566,5069.7265917603,3287060.008883894,719675.5307303363,50513.89068539325,12073730.956734076,1855901163.8046322,7052722320956884.0,440.6479400749064,497305.37100000004,1368668968.9919999,823.0,254.0,13.0,19.53846153846154,6290.0,3866.0,1.627004655975168,3996.0,791.0,497305.37100000004,1368668968.9919999,0
9,4856.108108108108,4634.351351351352,3892326.2702200734,838072.3521081082,59613.39532818528,19644521.953231655,3996015340.637123,2.0539608142820908e+16,381.18532818532816,818302.785,2161198537.575,659.0,246.0,13.0,18.923076923076923,7268.0,4400.0,1.6518181818181819,3955.0,627.0,818302.785,2161198537.575,0
9,5259.309701492537,5115.742537313433,2193275.137861943,694973.5483059696,48660.018544776125,8457729.300720155,1142363777.932049,997424565190154.8,373.0858208955224,237878.87,506938856.51199996,647.0,254.0,14.0,18.142857142857142,5439.0,4028.0,1.3502979145978153,3916.0,625.0,237878.87,506938856.51199996,0
9,4776.418867924528,4903.249056603773,2774737.2495660386,595072.9430716984,49299.93506415097,8015297.795026414,1081774373.4292593,767264040873699.4,375.03018867924527,171637.88199999998,448005605.828,697.0,249.0,16.0,15.5625,6053.0,3564.0,1.6983726150392817,3916.0,692.0,171637.88199999998,448005605.828,0
9,5275.232,5036.1,2387916.7951040003,629041.3945999998,51542.679512,8510720.108892001,1086868416.7639878,577789268813287.1,415.768,165943.919,370518674.016,696.0,235.0,15.0,15.666666666666666,5665.0,3615.0,1.5670816044260027,4016.0,631.0,165943.919,370518674.016,0
9,5217.1003861003865,4916.6138996139,2799834.702895753,665742.3345135138,50941.31376447874,8505321.656880312,1220223472.0200272,1067358102881141.2,358.3088803088803,218616.36800000002,520618636.32,670.0,244.0,15.0,16.266666666666666,6009.0,4075.0,1.474601226993865,3936.0,664.0,218616.36800000002,520618636.32,0
9,4822.343873517787,4861.810276679842,2746545.7924071164,630418.3359249015,51040.864754940725,16246423.150928855,2264388646.22024,1.8178536171690936e+16,440.2213438735178,581037.933,2142766696.7120001,728.0,237.0,16.0,14.8125,5871.0,3535.0,1.660820367751061,4156.0,716.0,581037.933,2142766696.7120001,0
9,6432.265129682997,5459.492795389049,4936977.2149855895,642525.8234322767,62127.858573487014,20171166.89318156,3220769425.1691155,4.99476762407182e+16,229.4956772334294,910018.661,4155507485.7240005,345.0,338.0,9.0,37.55555555555556,7606.0,3357.0,2.2657134346142387,5087.0,330.0,910018.661,4155507485.7240005,1
9,5727.320334261838,5540.050139275766,5095768.635671313,763970.5747688024,59469.68421727022,11053413.942309195,1309460751.6806495,2468437293617878.5,207.6573816155989,277591.521,929784600.243,398.0,348.0,11.0,31.636363636363637,7784.0,3497.0,2.2259079210752075,5417.0,397.0,277591.521,929784600.243,1
9,6584.735537190083,5423.724517906336,5572367.439710746,655160.7064931128,63955.86837741052,19647939.912355367,2348022077.5521603,3.814620518451961e+16,238.1129476584022,726452.401,3717967482.9379997,398.0,351.0,12.0,29.25,7939.0,3421.0,2.3206664717918737,5377.0,397.0,726452.401,3717967482.9379997,1
9,6305.876373626374,5254.06043956044,6292755.845450552,659003.408629121,68641.94475549448,26247005.162917584,2715750296.1722755,4.181623785528294e+16,337.04395604395603,717648.792,3552088433.088,617.0,354.0,10.0,35.4,8213.0,3457.0,2.3757593288978884,5748.0,600.0,717648.792,3552088433.088,1
9,5182.381720430108,4939.212365591397,2610625.1499784943,580216.231801075,46644.07653763443,4419203.159637094,803739178.521987,19937574342731.246,503.6559139784946,165519.082,52631473.245,869.0,365.0,7.0,52.142857142857146,6072.0,3817.0,1.5907780979827089,4134.0,849.0,165519.082,52631473.245,1
9,4944.07650273224,5219.368852459016,3472116.5347240428,586665.2053879786,48887.76744535517,12606400.3569071,1413125504.9699597,9974289006308838.0,498.9617486338798,441596.0,1674811154.0,825.0,357.0,9.0,39.666666666666664,6594.0,3530.0,1.8679886685552407,4166.0,820.0,441596.0,1674811154.0,1
9,5541.097186700767,5203.774936061381,3586954.0877442476,556558.6961278773,52542.24248849101,11098320.17281586,1471097885.9595447,9782483764931310.0,541.843989769821,493782.12799999997,1950104884.044,860.0,380.0,11.0,34.54545454545455,6348.0,3762.0,1.6874003189792663,4476.0,840.0,493782.12799999997,1950104884.044,1
9,5823.424882629108,5152.204225352113,3747600.273436621,578283.3976924886,49357.61269248826,6166490.986004698,1256043084.0792725,154169626309302.75,505.76291079812205,259755.13199999998,221947533.588,821.0,416.0,10.0,41.6,6236.0,3598.0,1.7331851028349083,4916.0,820.0,259755.13199999998,221947533.588,1
9,6697.582554517134,4801.607476635514,5560055.127925234,622109.7773894083,52473.99622429907,8279282.102130844,1034024495.4578944,1568886351312799.5,526.196261682243,202038.09100000001,706370427.685,956.0,308.0,13.0,23.692307692307693,7381.0,3339.0,2.2105420784666068,4285.0,936.0,202038.09100000001,706370427.685,1
9,6554.006269592476,4688.300940438871,6707948.081479627,747095.069310345,56811.20128213163,14533128.969949841,2251079703.4753914,2.023369882144858e+16,489.73667711598745,680113.9770000001,2536820998.35,824.0,308.0,11.0,28.0,7884.0,3801.0,2.074191002367798,4155.0,823.0,680113.9770000001,2536820998.35,1
9,6504.530612244898,4709.119047619048,5508343.664598635,649739.6639591844,58338.71211904759,16727082.760387758,2109786299.4996634,1.2630291120359758e+16,509.03061224489795,455411.88700000005,1443393548.576,857.0,276.0,18.0,15.333333333333334,7622.0,3242.0,2.35101789019124,4256.0,856.0,455411.88700000005,1443393548.576,1
9,6980.73063973064,4563.262626262626,6532009.1129023535,751227.1183838383,60424.7863905724,10161710.420764307,1485367000.5863404,1416527716881201.2,510.55555555555554,274814.309,526658993.625,754.0,282.0,15.0,18.8,7973.0,3669.0,2.1730716816571274,4035.0,753.0,274814.309,526658993.625,1
9,6375.535064935065,4789.1792207792205,4929944.238374026,1094782.5782675324,78644.38558961033,15024763.056851974,4226907453.4952364,5373696561904752.0,664.0155844155844,690815.025,1411134786.424,1023.0,377.0,8.0,47.125,8964.0,4418.0,2.0289723856948845,5197.0,865.0,690815.025,1411134786.424,1
9,6948.402352941176,4236.329411764706,4536329.779272938,706061.0726964712,63549.34368705886,17293478.617672935,3599078454.396959,1.7017705312436176e+16,663.4729411764706,472665.855,2684763575.406,1023.0,416.0,9.0,46.22222222222222,8785.0,4032.0,2.1788194444444446,6138.0,1022.0,472665.855,2684763575.406,1
9,6243.2615803814715,4497.58310626703,3334239.604629429,859547.2675912811,65005.63420708451,9643460.017869212,2769001821.260633,75838918006745.03,700.741144414169,251198.37699999998,62103612.419,1023.0,360.0,7.0,51.42857142857143,7118.0,4160.0,1.7110576923076923,5037.0,862.0,251198.37699999998,62103612.419,1
9,6232.040871934605,4347.201634877384,3051351.37981744,1062620.929354224,80297.43844141686,12678330.252871936,3756071360.5525346,185737970951183.47,713.465940054496,370259.12,164768558.645,1023.0,358.0,9.0,39.77777777777778,7978.0,4408.0,1.80989110707804,5438.0,1013.0,370259.12,164768558.645,1
9,5805.919354838709,5443.448924731183,5201315.853720429,692640.1076317205,61025.38166129031,13272963.652395166,1427029067.35066,8455348904757204.0,275.0483870967742,343029.31700000004,1770405852.456,497.0,362.0,10.0,36.2,7683.0,3464.0,2.2179561200923787,5688.0,461.0,343029.31700000004,1770405852.456,1
9,5644.572207084469,4979.446866485014,4543196.691847413,776455.9210190732,65695.42546866482,10281583.581970027,1371615840.3544145,838932767736633.2,255.28065395095368,167109.555,541367705.439,478.0,357.0,10.0,35.7,7482.0,3717.0,2.0129136400322842,5487.0,466.0,167109.555,541367705.439,1
9,5779.127906976744,5830.774418604651,5267362.506906974,620998.904916279,53709.12695581397,6933032.979327908,1378736373.7678328,50876899731280.36,531.9093023255814,225646.51899999997,70474942.383,933.0,418.0,12.0,34.833333333333336,7432.0,3430.0,2.1667638483965015,5277.0,920.0,225646.51899999997,70474942.383,1
9,5189.944186046511,5800.2953488372095,4317850.783181398,611344.7481976743,53461.53961860462,12652878.529634885,1469240015.9793146,7110771485764189.0,537.8720930232558,330424.44,1421880149.9520001,882.0,419.0,11.0,38.09090909090909,7073.0,3779.0,1.8716591690923525,5216.0,857.0,330424.44,1421880149.9520001,1
10,6500.69014084507,4168.239436619719,1973559.2842816883,1042776.7736408444,24023.88356338029,899488.2042957746,197710039.40659153,1048748525871.7878,544.7887323943662,80658.507,7825533.476,761.0,139.0,3.0,46.333333333333336,5248.0,4779.0,1.0981376857083072,1541.0,751.0,80658.507,7825533.476,0
10,6321.683908045977,4304.229885057472,1893449.5495172418,811620.45291954,23182.378132183898,891945.6667011501,265230810.5112472,761851057930.6896,545.8563218390805,76472.458,6913339.846,699.0,173.0,1.0,173.0,5493.0,4185.0,1.3125448028673836,1730.0,649.0,76472.458,6913339.846,0
10,6091.179310344827,3872.689655172414,2131373.760986207,1352151.6209586202,28110.164331034473,4051466.233489653,675199228.3351517,1149124781321517.5,539.8344827586207,286026.226,408568569.305,733.0,142.0,3.0,47.333333333333336,5349.0,4920.0,1.0871951219512195,1591.0,732.0,286026.226,408568569.305,0
10,5230.415384615385,4976.961538461538,1954270.027407693,1036462.160076924,27472.73930769229,1072951.0641538464,200144982.3787231,1145662550396.1772,554.0769230769231,63613.1,9208226.35,731.0,127.0,3.0,42.333333333333336,4792.0,4386.0,1.0925672594619242,1511.0,457.0,63613.1,9208226.35,0
10,4041.6,5393.2733333333335,1997453.9333333338,1350728.4252066668,27605.760933333342,1050048.6373600003,230605711.93775997,885504774899.1737,544.0266666666666,60752.307,8231957.896000001,736.0,147.0,3.0,49.0,5083.0,5082.0,1.0001967729240457,1711.0,689.0,60752.307,8231957.896000001,0
10,4583.767605633803,4712.6760563380285,2704808.502366196,1380899.4443309854,28542.940936619725,1228354.421971831,269523487.54585904,1522311445609.2834,541.6478873239437,70820.745,9817218.67,721.0,139.0,3.0,46.333333333333336,5718.0,4927.0,1.1605439415465801,1712.0,720.0,70820.745,9817218.67,0
10,5095.443548387097,4563.782258064516,2654508.069379031,1826627.3638951613,27441.452524193548,990872.8866048384,233349318.12872583,1503225985206.3525,565.5564516129032,73534.315,10008020.272,746.0,121.0,3.0,40.333333333333336,6066.0,5892.0,1.0295315682281059,1361.0,641.0,73534.315,10008020.272,0
10,7249.6510067114095,4913.174496644296,1861102.710416107,1792740.8017852344,27660.769651006718,1067286.7182550337,248286801.5841812,1454232611256.1511,521.9261744966443,93260.933,9681384.726,687.0,146.0,3.0,48.666666666666664,4617.0,5765.0,0.8008673026886384,1641.0,621.0,93260.933,9681384.726,0
10,4600.027777777777,3370.9305555555557,2493107.193708328,1278595.3145555547,26608.948430555556,1018767.0279236111,242687502.97710407,1127878573184.2314,508.5208333333333,79167.481,8067349.932999999,728.0,140.0,4.0,35.0,5609.0,4774.0,1.1749057394218685,1561.0,727.0,79167.481,8067349.932999999,0
10,8241.427586206897,4997.179310344827,1615721.8861241385,1093190.2850896548,24473.857248275854,772864.2029931034,157622654.99293095,505432351318.3371,476.26206896551724,56014.011,6092394.216,668.0,143.0,2.0,71.5,4707.0,4738.0,0.9934571549176868,1471.0,618.0,56014.011,6092394.216,0
10,4386.673469387755,4268.714285714285,2377076.3177959197,1179904.637578231,27093.590006802726,3045569.09844898,517980841.99654424,424390584795392.75,555.9387755102041,244551.076,248783930.64,730.0,144.0,3.0,48.0,5257.0,4658.0,1.1285959639330185,1692.0,688.0,244551.076,248783930.64,0
10,4613.442857142857,4496.228571428572,2441733.0467714285,1342316.9477714286,25028.44008571428,917810.8489285713,154955293.47686425,1104113898080.0676,534.5,63775.9,10216899.18,740.0,137.0,3.0,45.666666666666664,5222.0,4965.0,1.0517623363544815,1602.0,723.0,63775.9,10216899.18,0
10,7372.915032679739,5493.679738562091,2185277.058117647,925292.3876013072,22869.207150326787,922054.486078432,161299435.59709147,841379403690.2277,503.32026143790847,53575.25,7480571.08,671.0,150.0,3.0,50.0,5101.0,4464.0,1.1426971326164874,1692.0,573.0,53575.25,7480571.08,0
10,5454.711538461538,4449.147435897436,1876260.616551282,1069892.401365384,24622.81492948718,2097454.4596282053,214714542.24243587,202266154643088.66,565.4166666666666,133935.454,177932430.61200002,700.0,153.0,3.0,51.0,4857.0,4567.0,1.063499014670462,1692.0,650.0,133935.454,177932430.61200002,0
10,5428.148387096774,4711.083870967742,1912102.8887354848,952625.5469225805,24472.364329032254,1370074.5299161286,175035542.79011613,20502346248990.84,471.89032258064515,74227.90400000001,55894157.263000004,647.0,152.0,3.0,50.666666666666664,4961.0,4090.0,1.212958435207824,1813.0,591.0,74227.90400000001,55894157.263000004,0
10,7229.507042253521,5820.661971830986,2378552.0821760576,1165886.519950704,25494.810232394357,1309975.3038802817,181171736.32653522,12095195612705.105,549.5,65641.17599999999,40102050.548,662.0,138.0,4.0,34.5,5854.0,4686.0,1.249253094323517,1652.0,656.0,65641.17599999999,40102050.548,0
10,5062.475,4812.775,2480226.837249999,1115427.6622499996,26450.538268750002,4139777.7381000025,640976811.8015876,1460596759515455.0,524.225,310500.018,483862127.85800004,673.0,158.0,2.0,79.0,5619.0,4710.0,1.1929936305732485,1691.0,582.0,310500.018,483862127.85800004,0
10,4660.466165413533,4695.233082706767,2287638.5044661667,1268907.1261503764,26118.482421052642,946088.7267894733,157933914.7139248,931416988989.9164,503.0601503759398,62363.084,6418098.527000001,659.0,129.0,4.0,32.25,5449.0,4924.0,1.1066206336311941,1602.0,609.0,62363.084,6418098.527000001,0
10,5499.227272727273,4739.766233766234,2104475.318461039,1071285.9713376628,26151.032246753235,970031.3510000004,178137290.76168188,1082582270712.2681,523.9090909090909,66235.312,8820073.926,749.0,151.0,3.0,50.333333333333336,5535.0,4513.0,1.2264569022822955,1652.0,610.0,66235.312,8820073.926,0
10,4413.761194029851,4489.679104477612,2155187.181768658,1650600.6656492539,30179.370179104488,6018785.105343283,1579243252.278933,2827986157029994.5,593.0,454056.364,616265461.658,800.0,131.0,3.0,43.666666666666664,5151.0,5443.0,0.9463531140914937,1502.0,790.0,454056.364,616265461.658,0
10,5935.020942408377,3332.586387434555,2982014.4184293197,993625.3210890053,21231.01581151832,651170.4525706805,143124310.25741884,418505256196.4036,364.3455497382199,64733.815,4793345.566000001,540.0,189.0,2.0,94.5,6243.0,4554.0,1.3708827404479578,1951.0,520.0,64733.815,4793345.566000001,1
10,5992.53591160221,3406.795580110497,4506410.237690607,1378702.9361215474,26665.537469613257,3971057.2031381205,644541783.465254,1517057590234943.0,448.88950276243094,300654.212,523792617.01199996,620.0,179.0,2.0,89.5,6819.0,5458.0,1.2493587394650054,1932.0,527.0,300654.212,523792617.01199996,1
10,5406.010752688172,3734.3225806451615,2871592.9998870967,931578.7547365598,22195.742263440847,1131821.1287795699,216603671.33974737,10958362553638.895,451.2903225806452,101002.213,40184100.676,727.0,183.0,3.0,61.0,5890.0,4546.0,1.295644522657281,1972.0,715.0,101002.213,40184100.676,1
10,5577.477777777778,3571.633333333333,3855082.6831444427,1005105.95525,25085.879655555553,1234578.7914166672,248636646.88227785,4713603471163.417,468.28333333333336,94101.23800000001,21190891.608,757.0,177.0,3.0,59.0,6413.0,4714.0,1.3604157827747136,2022.0,740.0,94101.23800000001,21190891.608,1
10,4731.93567251462,5060.690058479532,2615249.8730526315,1187707.1845964915,24288.078163742695,2935765.0528713446,364438588.092971,599791933497348.2,570.3508771929825,178133.516,320360344.8,820.0,168.0,3.0,56.0,5465.0,4571.0,1.1955808357033473,2032.0,781.0,178133.516,320360344.8,1
10,4785.070175438596,4331.432748538012,2209719.737766085,1202955.4033976607,26310.64276023391,5928972.809251462,1287681857.3710992,3686582338092789.5,615.140350877193,460638.54600000003,793304528.298,842.0,167.0,4.0,41.75,4966.0,4744.0,1.046795952782462,1943.0,832.0,460638.54600000003,793304528.298,1
10,5139.209039548023,4735.372881355932,2731614.156632768,1070467.5737005651,24864.55851977402,2358607.7916440684,347000307.8520902,322374835794246.44,569.4463276836158,191034.013,238352853.185,740.0,174.0,3.0,58.0,5466.0,4367.0,1.2516601786123196,1961.0,727.0,191034.013,238352853.185,1
10,5120.621301775148,4810.355029585799,2716272.7323076916,1153993.649106509,24131.1456923077,824660.9476331362,163092339.0591242,1413040125168.2585,627.7514792899408,66417.578,12625981.578,834.0,165.0,4.0,41.25,5653.0,4804.0,1.1767277268942549,1901.0,766.0,66417.578,12625981.578,1
10,6260.333333333333,4421.628787878788,3948860.7675530314,1071845.5364318183,25835.600454545445,916717.3552575761,285237280.1496515,820195682428.782,650.3939393939394,79180.42599999999,6060862.072000001,893.0,129.0,3.0,43.0,6915.0,4992.0,1.3852163461538463,1571.0,716.0,79180.42599999999,6060862.072000001,1
10,6863.345911949686,4417.874213836478,4320197.308044025,857171.9338867923,24464.4670754717,953248.7849182392,173098518.64629552,915699863625.955,568.8553459119497,63092.915,4813548.772,828.0,156.0,3.0,52.0,6856.0,4123.0,1.6628668445306816,1781.0,737.0,63092.915,4813548.772,1
10,6888.006535947712,4431.477124183007,4885101.640470588,825629.4128366011,24284.94781045753,921223.703895425,156456681.8599216,1054664964197.768,492.1437908496732,67116.474,7212742.066000001,702.0,149.0,4.0,37.25,7048.0,4114.0,1.7131745260087505,1772.0,629.0,67116.474,7212742.066000001,1
10,6594.393548387096,3858.9806451612903,4467220.458,1310973.8512258062,27180.901548387093,4098245.0820580637,563741843.4831418,1274533231934465.2,631.3677419354839,279689.82399999996,444780374.90699995,782.0,152.0,3.0,50.666666666666664,6868.0,4745.0,1.447418335089568,1763.0,540.0,279689.82399999996,444780374.90699995,1
10,6218.524714828897,3791.855513307985,2134170.6524714828,1041279.5304258564,27325.884224334615,4762578.758425856,941411905.6104102,2488109280380610.0,681.2357414448669,313333.45399999997,807737600.6639999,951.0,261.0,2.0,130.5,5946.0,4843.0,1.2277513937641957,2862.0,910.0,313333.45399999997,807737600.6639999,1
10,7057.25,3538.1510416666665,2433721.8953333218,1864448.8469583327,31118.707270833325,1303558.4460468744,538061602.6190469,1537198149917.845,703.5989583333334,106000.866,8102864.957,951.0,188.0,4.0,47.0,5655.0,5715.0,0.989501312335958,2443.0,819.0,106000.866,8102864.957,1
10,7014.141304347826,3345.103260869565,2094851.088711956,1292279.3099999994,22152.213760869567,825629.3225434788,265832511.58358714,711029304673.7601,682.6521739130435,77587.7,5520675.627,909.0,181.0,3.0,60.333333333333336,5115.0,4626.0,1.1057068741893645,2191.0,576.0,77587.7,5520675.627,1
10,7480.545454545455,3556.8920454545455,2936627.668403405,2065082.2780795454,29782.741227272727,2948930.5977159087,526712193.20938665,526810610022512.4,729.1988636363636,166157.156,304834098.163,1014.0,173.0,3.0,57.666666666666664,6567.0,5662.0,1.1598375132462027,2023.0,827.0,166157.156,304834098.163,1
10,4962.005988023952,4082.8562874251497,2044348.0179101785,767849.2488023954,19409.243455089825,626498.4679221559,109499832.65470062,314543264934.57404,389.47904191616766,45237.4,5331348.342,551.0,165.0,2.0,82.5,4902.0,3699.0,1.3252230332522303,1781.0,526.0,45237.4,5331348.342,1
10,5404.020833333333,3494.34375,2993761.97861458,957275.7985989562,25518.588203125022,5767939.844588541,704792400.0928646,2019582637761669.8,472.3854166666667,283466.56899999996,519547975.944,625.0,190.0,2.0,95.0,6081.0,4578.0,1.3283093053735255,1992.0,624.0,283466.56899999996,519547975.944,1
10,5036.958525345623,4496.096774193548,2276986.1658387086,1367511.0317649776,25433.339497695844,2045704.004087557,275117024.1919586,174967990500430.22,682.2857142857143,124242.89,193670941.32099998,903.0,214.0,3.0,71.33333333333333,5469.0,5012.0,1.0911811652035115,2431.0,722.0,124242.89,193670941.32099998,1
10,5242.792079207921,4616.608910891089,2748882.085495048,1326524.446084159,26767.0312178218,8503991.610282175,1326772072.9727275,5031474074727753.0,686.0891089108911,431240.58200000005,847874430.5639999,909.0,200.0,2.0,100.0,5800.0,4921.0,1.1786222312538102,2163.0,828.0,431240.58200000005,847874430.5639999,1
11,4198.417808219178,3137.890410958904,1055233.4213082194,480172.70032191795,18593.363815068486,2820348.5044315076,313353658.3399724,631151112850000.1,682.972602739726,195231.562,303764995.758,832.0,144.0,2.0,72.0,3818.0,2220.0,1.7198198198198198,1743.0,587.0,195231.562,303764995.758,0
11,4119.432,3114.216,752037.524688,252574.98075200003,13547.699199999992,1113645.3335679993,80550465.060592,52243647113329.21,561.696,74090.983,81010634.624,763.0,123.0,2.0,61.5,3330.0,1843.0,1.806836679327184,1492.0,586.0,74090.983,81010634.624,0
11,4571.0,3017.7952755905512,924922.4409448819,289469.3754094486,14977.16103937008,968976.7020078737,109948054.28523624,33343085473429.152,555.3858267716536,100520.5,64526641.75,702.0,125.0,2.0,62.5,3493.0,1699.0,2.05591524426133,1583.0,593.0,100520.5,64526641.75,0
11,4700.756302521008,2998.4957983193276,962367.3439579832,230925.40963865555,13829.736092436975,1521764.6911260504,103283383.09046221,134570104949059.2,553.4453781512605,100537.29800000001,126837951.435,707.0,117.0,2.0,58.5,3565.0,1729.0,2.0618854829381146,1431.0,658.0,100537.29800000001,126837951.435,0
11,5126.467741935484,2873.8306451612902,1156572.0231451613,291431.8503145162,14788.775016129035,2019219.4693145165,190240514.9359436,294298560892827.25,589.4677419354839,147861.802,191289363.67200002,731.0,122.0,2.0,61.0,3878.0,1854.0,2.091693635382956,1452.0,484.0,147861.802,191289363.67200002,0
11,5369.5887096774195,2983.1532258064517,1152272.9195161287,226262.66204838708,14572.694959677414,2567065.3293709652,287914116.8632098,506715598898556.1,557.2741935483871,185976.0,250914011.04,722.0,122.0,2.0,61.0,3698.0,1592.0,2.3228643216080402,1512.0,541.0,185976.0,250914011.04,0
11,5444.6859504132235,2899.9834710743803,1049599.0087933887,220022.61130578534,12973.92768595042,313517.7850991736,40426321.44276033,105833158885.77028,596.7851239669421,27092.72,1991092.835,763.0,119.0,2.0,59.5,3615.0,1531.0,2.3612018288700196,1442.0,514.0,27092.72,1991092.835,0
11,5769.462809917355,2963.2396694214876,1049997.9675950417,254511.63676033056,12685.041859504134,305633.24952892563,40508255.70772728,98630102259.55049,564.5785123966942,24299.1,1856740.84,699.0,119.0,2.0,59.5,3393.0,1628.0,2.0841523341523343,1421.0,586.0,24299.1,1856740.84,0
11,5867.4,2966.5652173913045,1031745.3878260864,185798.85444347822,12960.772060869565,1751426.52992174,140200439.83587828,209407009310296.44,593.9652173913043,121513.045,155609832.14,752.0,113.0,2.0,56.5,3470.0,1354.0,2.5627769571639587,1372.0,562.0,121513.045,155609832.14,0
11,6125.078260869565,2982.9217391304346,1147871.272156522,181586.57650434782,12740.852243478263,292239.1260347826,34582614.90896519,104423661320.00035,567.6695652173913,24995.591,2691554.4,717.0,113.0,2.0,56.5,3563.0,1399.0,2.546819156540386,1412.0,522.0,24995.591,2691554.4,0
11,3751.09022556391,1823.9774436090227,1408255.5557669173,199974.51826315786,14423.454563909772,2442752.6320902263,260872269.25140592,499671925146978.4,768.3082706766917,185322.733,257918792.988,930.0,131.0,2.0,65.5,4082.0,1606.0,2.5417185554171855,1572.0,680.0,185322.733,257918792.988,0
11,3669.5703125,1694.2109375,1218578.7763984366,246064.51014062486,13407.275945312496,315851.5382578124,44357937.07176563,129488004302.34898,794.4375,26372.4,2982365.643,930.0,126.0,2.0,63.0,3904.0,1621.0,2.408389882788402,1502.0,595.0,26372.4,2982365.643,0
11,3674.0,1690.8203125,1112319.3125,232894.99112499974,13908.855007812504,1807886.7464296878,156229038.0580546,242889865083522.56,765.0703125,137746.857,176536808.182,938.0,126.0,2.0,63.0,3820.0,1629.0,2.3449969306322895,1442.0,937.0,137746.857,176536808.182,0
11,3736.1153846153848,1742.553846153846,1088516.240530769,248998.2471615385,12923.816423076925,300308.7954461539,44055111.22149232,110441562825.84882,784.3076923076923,24321.325,2719712.16,951.0,128.0,2.0,64.0,3594.0,1625.0,2.211692307692308,1452.0,676.0,24321.325,2719712.16,0
11,4171.333333333333,1727.3968253968253,1090338.079269842,247088.87427777785,14277.575452380948,2029791.5849761907,202798794.92188895,321251468638586.1,780.3888888888889,155209.086,201421815.966,951.0,124.0,2.0,62.0,3501.0,1603.0,2.1840299438552715,1431.0,665.0,155209.086,201421815.966,0
11,4102.0413223140495,1671.1404958677685,1181655.461049587,250990.10420661158,13745.726132231408,1594936.110628099,126044865.67417353,174671132856628.03,763.1735537190083,116612.71800000001,145619362.512,906.0,119.0,2.0,59.5,3712.0,1563.0,2.374920025591811,1392.0,621.0,116612.71800000001,145619362.512,0
11,4188.148760330579,1784.8595041322315,1184325.7960578518,229151.26133884297,14067.31545454545,2064535.5998429754,215322813.8489504,318217712219734.75,767.7190082644628,159494.631,196450795.492,930.0,119.0,2.0,59.5,3612.0,1528.0,2.363874345549738,1372.0,597.0,159494.631,196450795.492,0
11,4473.3828125,1657.6953125,1262665.330046875,210025.72745312497,11885.507242187503,278904.2413984374,50639075.149015605,306107555859.6543,786.0546875,25262.159,3938493.4960000003,946.0,126.0,2.0,63.0,3829.0,1503.0,2.547571523619428,1462.0,730.0,38421.162,7493124.597000001,0
11,4260.184,1809.632,1183183.8462880002,233251.44815199988,12741.891623999996,291340.18237600004,40363024.95704,79208187085.15958,741.664,24557.955,1895180.0,906.0,123.0,2.0,61.5,3742.0,1532.0,2.4425587467362924,1441.0,858.0,24557.955,1895180.0,0
11,4371.2,1891.176923076923,1164858.5924769226,228061.97194615402,13122.555138461537,921112.1016230771,73486563.87592305,41410890867156.98,774.4,79002.13,73349481.528,948.0,128.0,2.0,64.0,3587.0,1525.0,2.3521311475409834,1462.0,852.0,79002.13,73349481.528,0
11,4855.7768595041325,4291.0413223140495,1854927.2973388426,447072.2710495868,17606.92149586776,522505.853818182,80633725.34746279,504332824399.69574,363.92561983471074,44990.485,5870630.395,524.0,118.0,3.0,39.333333333333336,4558.0,2155.0,2.11508120649652,1522.0,487.0,44990.485,5870630.395,1
11,4608.118110236221,4487.110236220473,2037140.3292204717,460226.57554330706,18108.009023622035,993235.6014803151,93869954.44222832,23629372991344.06,412.8897637795276,54736.835999999996,54342610.764,634.0,124.0,3.0,41.333333333333336,4932.0,2173.0,2.2696732627703637,1612.0,576.0,54736.835999999996,54342610.764,1
